,charmed-sweep-1 - var_square_loss_track,charmed-sweep-1 - var_square_loss_track__MIN,charmed-sweep-1 - var_square_loss_track__MAX,neat-sweep-1 - var_square_loss_track,neat-sweep-1 - var_square_loss_track__MIN,neat-sweep-1 - var_square_loss_track__MAX,peach-sweep-1 - var_square_loss_track,peach-sweep-1 - var_square_loss_track__MIN,peach-sweep-1 - var_square_loss_track__MAX,astral-sweep-1 - var_square_loss_track,astral-sweep-1 - var_square_loss_track__MIN,astral-sweep-1 - var_square_loss_track__MAX,copper-sweep-1 - var_square_loss_track,copper-sweep-1 - var_square_loss_track__MIN,copper-sweep-1 - var_square_loss_track__MAX,icy-sweep-1 - var_square_loss_track,icy-sweep-1 - var_square_loss_track__MIN,icy-sweep-1 - var_square_loss_track__MAX,royal-sweep-1 - var_square_loss_track,royal-sweep-1 - var_square_loss_track__MIN,royal-sweep-1 - var_square_loss_track__MAX,effortless-sweep-1 - var_square_loss_track,effortless-sweep-1 - var_square_loss_track__MIN,effortless-sweep-1 - var_square_loss_track__MAX,atomic-sweep-1 - var_square_loss_track,atomic-sweep-1 - var_square_loss_track__MIN,atomic-sweep-1 - var_square_loss_track__MAX,atomic-sweep-1 - var_square_loss_track,atomic-sweep-1 - var_square_loss_track__MIN,atomic-sweep-1 - var_square_loss_track__MAX
0,0.0094581637531518,0.0094581637531518,0.0094581637531518,0.0100742019712924,0.0100742019712924,0.0100742019712924,0.0093671595677733,0.0093671595677733,0.0093671595677733,0.0089996773749589,0.0089996773749589,0.0089996773749589,0.0104460483416914,0.0104460483416914,0.0104460483416914,0.0092319147661328,0.0092319147661328,0.0092319147661328,0.0090813152492046,0.0090813152492046,0.0090813152492046,0.0098145930096507,0.0098145930096507,0.0098145930096507,0.0097825471311807,0.0097825471311807,0.0097825471311807,0.0095862410962581,0.0095862410962581,0.0095862410962581
1,0.00886956974864,0.00886956974864,0.00886956974864,0.0089035676792263,0.0089035676792263,0.0089035676792263,0.0091718602925539,0.0091718602925539,0.0091718602925539,0.0089197913184762,0.0089197913184762,0.0089197913184762,0.0085190497338771,0.0085190497338771,0.0085190497338771,0.0093450658023357,0.0093450658023357,0.0093450658023357,0.008846815675497,0.008846815675497,0.008846815675497,0.0096898442134261,0.0096898442134261,0.0096898442134261,0.0090417126193642,0.0090417126193642,0.0090417126193642,0.0094587812200188,0.0094587812200188,0.0094587812200188
2,0.0087257605046033,0.0087257605046033,0.0087257605046033,0.0088959354907274,0.0088959354907274,0.0088959354907274,0.0080148028209805,0.0080148028209805,0.0080148028209805,0.0074765575118362,0.0074765575118362,0.0074765575118362,0.0076265553943812,0.0076265553943812,0.0076265553943812,0.0087909242138266,0.0087909242138266,0.0087909242138266,0.0094275847077369,0.0094275847077369,0.0094275847077369,0.0077464622445404,0.0077464622445404,0.0077464622445404,0.0086735570803284,0.0086735570803284,0.0086735570803284,0.0082026179879903,0.0082026179879903,0.0082026179879903
3,0.0084470268338918,0.0084470268338918,0.0084470268338918,0.0083769857883453,0.0083769857883453,0.0083769857883453,0.0083813006058335,0.0083813006058335,0.0083813006058335,0.0075393035076558,0.0075393035076558,0.0075393035076558,0.0071437396109104,0.0071437396109104,0.0071437396109104,0.0092486124485731,0.0092486124485731,0.0092486124485731,0.0095114465802907,0.0095114465802907,0.0095114465802907,0.0090184612199664,0.0090184612199664,0.0090184612199664,0.0083710756152868,0.0083710756152868,0.0083710756152868,0.00770930852741,0.00770930852741,0.00770930852741
4,0.0085743684321641,0.0085743684321641,0.0085743684321641,0.0091481059789657,0.0091481059789657,0.0091481059789657,0.0072933863848447,0.0072933863848447,0.0072933863848447,0.00759864365682,0.00759864365682,0.00759864365682,0.0075945006683468,0.0075945006683468,0.0075945006683468,0.0082603096961975,0.0082603096961975,0.0082603096961975,0.0094038033857941,0.0094038033857941,0.0094038033857941,0.0079642478376626,0.0079642478376626,0.0079642478376626,0.0080371191725134,0.0080371191725134,0.0080371191725134,0.0077397809363901,0.0077397809363901,0.0077397809363901
5,0.0081147300079464,0.0081147300079464,0.0081147300079464,0.0084079690277576,0.0084079690277576,0.0084079690277576,0.0083756586536765,0.0083756586536765,0.0083756586536765,0.0074423318728804,0.0074423318728804,0.0074423318728804,0.0079633863642811,0.0079633863642811,0.0079633863642811,0.0083688832819461,0.0083688832819461,0.0083688832819461,0.0084714014083147,0.0084714014083147,0.0084714014083147,0.0073430947959423,0.0073430947959423,0.0073430947959423,0.0086558237671852,0.0086558237671852,0.0086558237671852,0.0071683665737509,0.0071683665737509,0.0071683665737509
6,0.0077660796232521,0.0077660796232521,0.0077660796232521,0.0071626408025622,0.0071626408025622,0.0071626408025622,0.0069151031784713,0.0069151031784713,0.0069151031784713,0.007768802344799,0.007768802344799,0.007768802344799,0.0071690646000206,0.0071690646000206,0.0071690646000206,0.008064929395914,0.008064929395914,0.008064929395914,0.0076334220357239,0.0076334220357239,0.0076334220357239,0.0076096970587968,0.0076096970587968,0.0076096970587968,0.0083907339721918,0.0083907339721918,0.0083907339721918,0.0073684267699718,0.0073684267699718,0.0073684267699718
7,0.0068294773809611,0.0068294773809611,0.0068294773809611,0.0077172913588583,0.0077172913588583,0.0077172913588583,0.0079061696305871,0.0079061696305871,0.0079061696305871,0.0068044173531234,0.0068044173531234,0.0068044173531234,0.0071839145384728,0.0071839145384728,0.0071839145384728,0.0069680991582572,0.0069680991582572,0.0069680991582572,0.0069078896194696,0.0069078896194696,0.0069078896194696,0.0080899130553007,0.0080899130553007,0.0080899130553007,0.0077719846740365,0.0077719846740365,0.0077719846740365,0.0069379094056785,0.0069379094056785,0.0069379094056785
8,0.0072120358236134,0.0072120358236134,0.0072120358236134,0.0068007088266313,0.0068007088266313,0.0068007088266313,0.007928954437375,0.007928954437375,0.007928954437375,0.0075862552039325,0.0075862552039325,0.0075862552039325,0.0074649103917181,0.0074649103917181,0.0074649103917181,0.0077375750988721,0.0077375750988721,0.0077375750988721,0.0077542969956994,0.0077542969956994,0.0077542969956994,0.0082768946886062,0.0082768946886062,0.0082768946886062,0.0084436377510428,0.0084436377510428,0.0084436377510428,0.0073220375925302,0.0073220375925302,0.0073220375925302
9,0.0070227244868874,0.0070227244868874,0.0070227244868874,0.0071034301072359,0.0071034301072359,0.0071034301072359,0.0067138425074517,0.0067138425074517,0.0067138425074517,0.0062989620491862,0.0062989620491862,0.0062989620491862,0.0073566380888223,0.0073566380888223,0.0073566380888223,0.0065483739599585,0.0065483739599585,0.0065483739599585,0.0068514361046254,0.0068514361046254,0.0068514361046254,0.0073478929698467,0.0073478929698467,0.0073478929698467,0.0077420114539563,0.0077420114539563,0.0077420114539563,0.0076572448015213,0.0076572448015213,0.0076572448015213
10,0.0066112168133258,0.0066112168133258,0.0066112168133258,0.0069118137471377,0.0069118137471377,0.0069118137471377,0.0066989199258387,0.0066989199258387,0.0066989199258387,0.0072138332761824,0.0072138332761824,0.0072138332761824,0.006431465037167,0.006431465037167,0.006431465037167,0.0072726788930594,0.0072726788930594,0.0072726788930594,0.0068032289855182,0.0068032289855182,0.0068032289855182,0.0076091811060905,0.0076091811060905,0.0076091811060905,0.0074542523361742,0.0074542523361742,0.0074542523361742,0.0068252817727625,0.0068252817727625,0.0068252817727625
